gender,age,no_of_people_contribute_income,relationship_status,children_status,financially_independent,occupation,housing situation,have_roomates,country,living environment,commute,highest level of education attained?,gross_annual_wage,total_portfolio,amount_for_fi,amount_for_re,curr_percentage_of_fi,frequency_of_checking_balance,do_you_move_when_fi,how_financially_stable_childhood_home,parent/guardian_financial_status,did_parent/guardian_teach_about_money,age_when_financially_literate,age_when_learnt_about_fi,education,job,housing_situation,location,spending_habits,frugality,logical_thinking,creativity,drive_for_self_improvement,importance_of_relationship,internet_consumption,introversion,religiousness_level,response_release_consent
Male,25,1,"In a relationship, but not married",Plan Children,No,Architecture and Engineering Occupations,Rent,Yes,United States of America,Suburban,<10 minutes,"College graduate, Bachelor's Degree",89000,118500,500000,625000,24,Multiple times per week,Unsure,Mostly Stable,Middle Class,"No, we did not talk about it",23,23,Yes,Yes,Yes,Yes,Yes,4,5,5,5,5,4,2,1,Yes
Male,24,4,"In a relationship, but not married",Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Live with family,No,United States of America,Suburban,60-90 minutes,"College graduate, Bachelor's Degree",75000,10000,1500000,2500000,0,Daily,Unsure,Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",24,24,No,No,Yes,No,Yes,3,5,2,4,4,4,4,3,Yes
Male,27,1,"Single, never married",Do not plan to have children,No,Architecture and Engineering Occupations,Rent,No,United States of America,Urban,30-60 minutes,"College graduate, Bachelor's Degree",56000,10000,634300,712500,2,Weekly,"Yes, within my country",Somewhat Stable,Middle Class,"Yes, only basic savings and budgeting",24,26,No,Yes,Yes,Yes,Yes,4,5,4,2,2,2,4,1,Yes
Male,36,2,Married,Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Suburban,10-30 minutes,Graduate degree,180000,280000,2000000,2000000,12,Monthly,Unsure,Mostly Unstable,Lower-Middle Class,"No, we did not talk about it",30,30,No,Yes,Yes,Yes,Yes,4,5,2,3,4,4,3,1,Yes
Male,26,1,"Single, never married",Plan Children,No,Architecture and Engineering Occupations,Rent,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",62000,33800,2000000,2000000,2,Daily,Unsure,Mostly Stable,Upper-Middle Class,"Yes, including investing and retirement planning",18,24,No,Yes,Yes,No,Yes,4,5,2,4,4,4,1,1,Yes
Male,55,2,Married,Have Children,No,Sales and Related Occupations,Own,No,United States of America,Other (please specify),<10 minutes,Some graduate school,80000,78000,500000,30000,6,Multiple times per week,No,Mostly Stable,Lower-Middle Class,"No, we did not talk about it",35,50,No,Yes,Yes,Yes,Yes,4,3,4,4,5,4,3,4,Yes
Male,27,1,"In a relationship, but not married",Plan Children,No,Business and Financial Operations Occupations,Rent,No,Canada,Urban,<10 minutes,Graduate degree,69575,41000,1000000,1000000,4,Multiple times per month,Unsure,Extremely Stable,Upper-Middle Class,"Yes, including investing and retirement planning",16,26,No,No,Yes,Yes,Yes,2,5,2,4,5,5,1,1,Yes
Male,25,1,"Single, never married",Do not plan to have children,No,Architecture and Engineering Occupations,Rent,No,United States of America,Rural,<10 minutes,Graduate degree,90000,170000,700000,1000000,24,Multiple times per week,"Yes, within my country",Extremely Stable,Upper-Middle Class,"Yes, including investing and retirement planning",18,22,No,No,No,No,Yes,4,5,4,3,2,5,4,2,Yes
Male,50,1,Married,Have Children,No,Management Occupations,Own,No,United States of America,Suburban,Work at home,"College graduate, Bachelor's Degree",200000,970000,1500000,2000000,93,Multiple times a day,No,Mostly Stable,Upper-Middle Class,"No, we did not talk about it",25,48,No,Yes,Yes,Yes,Yes,4,4,3,5,5,4,4,1,Yes
Male,40,2,Married,Have Children,No,Business and Financial Operations Occupations,Own,No,United States of America,Suburban,Work at home,"College graduate, Bachelor's Degree",230000,1100000,2000000,3000000,55,Weekly,No,Mostly Stable,Middle Class,"No, we did not talk about it",10,20,No,Yes,No,No,Yes,4,4,3,3,5,5,5,1,Yes
Male,35,2,Married,Have Children,No,Production and Manufacturing Occupations,Rent,No,Germany,Suburban,10-30 minutes,Multiple graduate degrees,145000,70000,1100000,2000000,8,Daily,Unsure,Somewhat Stable,Middle Class,"Yes, only basic savings and budgeting",16,32,Yes,Yes,No,Yes,Yes,3,5,3,4,3,5,2,1,Yes
Male,27,1,"Single, never married",Do not plan to have children,No,Architecture and Engineering Occupations,Own,No,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",100000,75000,600000,1000000,15,Daily,Unsure,Somewhat Stable,Lower-Middle Class,"Yes, only basic savings and budgeting",18,21,No,No,Yes,No,Yes,4,5,4,4,4,5,4,2,Yes
Male,25,1,Married,Have Children,No,Business and Financial Operations Occupations,Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",72000,10000,2000000,3000000,2,Multiple times per month,Unsure,Mostly Unstable,Upper-Middle Class,"No, we did not talk about it",23,24,No,Yes,Yes,Yes,Yes,4,5,2,5,4,4,4,1,Yes
Male,27,2,"In a relationship, but not married",Have Children,No,"Life, Physical, and Social Science Occupations",Rent,No,Switzerland,Urban,10-30 minutes,Graduate degree,135000,400000,5000000,6000000,7,Multiple times a day,No,Extremely Stable,Wealthy,"Yes, only basic savings and budgeting",25,26,No,Yes,Yes,No,Yes,2,5,3,4,5,5,4,1,Yes
Male,40,1,Divorced - Remarried,Have Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Rural,10-30 minutes,"College graduate, Bachelor's Degree",133000,500000,1500000,2500000,33,Multiple times per month,"Yes, within my country",Somewhat Unstable,Poor,"No, they were not financially savvy",35,35,No,No,No,No,Yes,2,4,4,3,4,5,4,1,Yes
Male,23,1,"Single, never married",Undecided,No,"Licensed Professional (Attorney, Accountant, Engineer)",Rent,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",54000,5500,1000000,1000000,1,Weekly,Unsure,Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",21,22,Yes,Yes,Yes,Yes,Yes,4,4,4,5,3,4,3,1,Yes
Male,26,2,Married,Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Suburban,30-60 minutes,"College graduate, Bachelor's Degree",125000,97655,1330000,1500000,7,Daily,No,Extremely Stable,Wealthy,"No, we did not talk about it",23,25,No,No,Yes,No,Yes,5,5,2,4,1,3,3,2,Yes
Male,25,1,"Single, never married",Plan Children,No,Construction and Extraction Occupations,Own,Yes,United Kingdom of Great Britain and Northern Ireland,Suburban,30-60 minutes,Graduate degree,36000,40900,750000,750000,5,Multiple times per week,No,Somewhat Stable,Lower-Middle Class,"Yes, only basic savings and budgeting",15,24,No,No,No,No,Yes,3,5,1,4,3,5,2,1,Yes
Male,31,1,Married,Have Children,No,Office and Administrative Support Occupations,Rent,No,United States of America,Suburban,10-30 minutes,Multiple graduate degrees,66000,15000,1500000,1500000,5,Multiple times per week,"Yes, within my country",Mostly Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",30,31,No,Yes,Yes,Yes,Yes,4,5,1,3,5,4,4,5,Yes
Male,44,2,Married,Have Children,No,"Licensed Professional (Attorney, Accountant, Engineer)",Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",326000,840000,2000000,3750000,43,Multiple times per week,"Yes, nearby",Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",32,42,No,Yes,No,No,Yes,4,3,4,2,2,4,4,2,Yes
Male,32,2,Married,Undecided,No,Architecture and Engineering Occupations,Own,No,United States of America,Suburban,30-60 minutes,Multiple graduate degrees,165000,95000,2000000,3500000,4,Daily,"Yes, within my country",Somewhat Unstable,Lower-Middle Class,"No, we did not talk about it",17,20,No,Yes,Yes,Yes,Yes,5,5,5,4,4,2,3,1,Yes
Male,25,2,Married,Plan Children,No,Business and Financial Operations Occupations,Own,No,United Kingdom of Great Britain and Northern Ireland,Suburban,60-90 minutes,"College graduate, Bachelor's Degree",170000,120000,1500000,1500000,25,Weekly,"Yes, to another country",Somewhat Unstable,Middle Class,"No, we did not talk about it",19,23,No,Yes,Yes,Yes,Yes,4,4,2,4,2,4,4,1,Yes
Male,35,1,"Single, never married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,Sweden,Urban,<10 minutes,Graduate degree,74000,353000,45,50,50,Daily,Unsure,Mostly Stable,Middle Class,"No, we did not talk about it",16,21,No,Yes,Yes,No,Yes,4,5,2,4,2,5,4,1,Yes
Male,35,1,Married,Plan Children,Yes,Business and Financial Operations Occupations,Own,No,United States of America,Urban,Work at home,"College graduate, Bachelor's Degree",0,40000000,10000000,20000000,100,Multiple times per week,"Yes, within my country",Mostly Unstable,Upper-Middle Class,"Yes, only basic savings and budgeting",14,25,No,Yes,No,Yes,Yes,4,5,5,5,4,4,3,1,Yes
Female,24,1,"Single, never married",Do not plan to have children,No,"Education, Training, and Library Occupations",Rent,Yes,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",52000,0,1000000,1500000,0.2,Monthly,Unsure,Extremely Unstable,Poor,"Yes, only basic savings and budgeting",23,23,No,No,Yes,Yes,Yes,4,5,3,4,3,3,1,1,Yes
Male,22,1,"Single, never married",Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,Yes,Slovenia,Urban,<10 minutes,High School diploma / GED,15000,15000,200000,400000,5,Multiple times per week,No,Somewhat Stable,Middle Class,"Yes, only basic savings and budgeting",20,20,No,No,No,No,Yes,5,5,3,5,3,5,3,1,Yes
Male,28,1,Married,Have Children,No,Architecture and Engineering Occupations,Rent,No,Norway,Urban,10-30 minutes,"College graduate, Bachelor's Degree",180000,800000,1000000,1500000,80,Weekly,Unsure,Extremely Stable,Wealthy,"Yes, including investing and retirement planning",15,21,No,Yes,Yes,Yes,Yes,3,5,3,4,4,4,4,2,Yes
Male,26,1,"Single, never married",Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,Denmark,Suburban,<10 minutes,"College graduate, Bachelor's Degree",65000,20000,375000,400000,6,Daily,"Yes, within my country",Extremely Unstable,Middle Class,"No, we did not talk about it",8,25,No,No,Yes,No,Yes,5,5,4,4,1,5,5,1,Yes
Male,24,1,"Single, never married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",115000,3000,750000,2000000,0,Weekly,Unsure,Extremely Stable,Lower-Middle Class,"No, we did not talk about it",16,22,No,Yes,Yes,Yes,Yes,5,5,2,2,2,5,4,1,Yes
Male,24,2,Married,Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Rural,Work at home,"College graduate, Bachelor's Degree",85000,2000,1400000,1400000,1,Multiple times per month,No,Extremely Stable,Upper-Middle Class,"No, we did not talk about it",21,21,Yes,Yes,Yes,Yes,Yes,4,5,4,3,5,5,4,1,Yes
Female,29,2,Divorced - Remarried,Undecided,No,"Life, Physical, and Social Science Occupations",Own,No,United States of America,Urban,<10 minutes,Graduate degree,176000,99000,1000000,1500000,10,Weekly,Unsure,Somewhat Unstable,Middle Class,"No, we did not talk about it",26,26,No,Yes,Yes,Yes,Yes,3,5,4,5,4,4,2,1,Yes
Male,27,1,"Single, never married",Plan Children,No,Architecture and Engineering Occupations,Rent,Yes,United States of America,Urban,10-30 minutes,Some graduate school,33000,6400,1000000,2000000,1,Quarterly,Unsure,Mostly Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",24,24,No,No,No,No,Yes,4,4,4,3,4,3,4,4,Yes
Female,29,1,"In a relationship, but not married",Undecided,No,Production and Manufacturing Occupations,Rent,Yes,United States of America,Urban,30-60 minutes,"College graduate, Bachelor's Degree",80000,71000,800000,1500000,9,Multiple times per week,Unsure,Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",22,25,No,No,Yes,Yes,Yes,4,5,3,3,4,4,5,1,Yes
Female,27,2,"In a relationship, but not married",Plan Children,No,Healthcare Practitioners and Technical Occupations,Other (please specify),Yes,United States of America,Suburban,30-60 minutes,Graduate degree,210000,90000,1000000,2000000,10,Daily,Unsure,Extremely Unstable,Lower-Middle Class,"Yes, only basic savings and budgeting",24,26,No,No,No,No,Yes,4,4,2,4,4,5,1,1,Yes
Male,27,1,"In a relationship, but not married",Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Urban,<10 minutes,Some graduate school,200000,400000,2500000,2500000,16,Multiple times per month,Unsure,Somewhat Unstable,Middle Class,"No, we did not talk about it",21,21,No,Yes,Yes,Yes,Yes,5,5,3,4,3,5,3,1,Yes
Male,31,1,"In a relationship, but not married",Undecided,No,Healthcare Practitioners and Technical Occupations,Rent,No,Canada,Suburban,<10 minutes,Graduate degree,170000,132000,2500000,5000000,4,Multiple times per week,"Yes, to another country",Mostly Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",23,30,No,No,Yes,No,Yes,3,4,3,3,2,4,3,1,Yes
Male,23,1,"Single, never married",Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Urban,30-60 minutes,"College graduate, Bachelor's Degree",70000,55000,500000,600000,11,Monthly,"Yes, within my country",Mostly Unstable,Poor,"No, they were not financially savvy",22,23,No,Yes,Yes,No,Yes,4,5,5,3,1,5,5,1,Yes
Male,39,1,Married,Have Children,No,Legal Occupations,Own,No,United States of America,Suburban,90+ minutes,Multiple graduate degrees,400000,1480000,3000000,3500000,66,Monthly,No,Somewhat Stable,Upper-Middle Class,"No, we did not talk about it",27,29,No,No,Yes,No,Yes,4,5,4,5,5,4,2,2,Yes
Female,36,1,Married,Do not plan to have children,No,Other (please specify),Own,No,United States of America,Suburban,10-30 minutes,Multiple graduate degrees,161000,633104,2000000,2000000,32,Multiple times a day,Unsure,Extremely Stable,Upper-Middle Class,"No, we did not talk about it",22,30,No,No,Yes,No,Yes,4,5,1,3,2,4,3,1,Yes
Male,22,1,"Single, never married",Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Live with family,No,United States of America,Suburban,30-60 minutes,"College graduate, Bachelor's Degree",70000,20000,40,60,1,Monthly,No,Mostly Unstable,Wealthy,"Yes, including investing and retirement planning",20,20,Yes,Yes,Yes,Yes,Yes,5,5,5,1,2,5,5,1,Yes
Male,24,1,"In a relationship, but not married",Have Children,No,Architecture and Engineering Occupations,Rent,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",61000,53000,750000,1500000,0.5,Weekly,No,Somewhat Stable,Middle Class,"Yes, only basic savings and budgeting",19,23,Yes,Yes,Yes,No,Yes,3,4,2,3,5,5,3,2,Yes
Male,28,1,Married,Have Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",75000,15000,1000000,2000000,1.5,Quarterly,"Yes, within my country",Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",16,25,Yes,Yes,Yes,Yes,Yes,4,4,4,4,4,3,3,4,Yes
Male,56,2,Married,Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",185000,775000,1825000,1825000,45,Weekly,No,Extremely Stable,Upper-Middle Class,"No, we did not talk about it",45,55,No,No,No,No,No,4,4,5,4,5,5,2,5,Yes
Male,28,1,"In a relationship, but not married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Own,Yes,United States of America,Suburban,30-60 minutes,"College graduate, Bachelor's Degree",80000,157000,600000,1200000,19,Daily,No,Somewhat Stable,Lower-Middle Class,"Yes, only basic savings and budgeting",18,22,Yes,Yes,Yes,Yes,Yes,3,5,5,5,5,4,4,2,Yes
Male,31,2,Married,Undecided,No,"Education, Training, and Library Occupations",Own,No,United States of America,Suburban,30-60 minutes,Multiple graduate degrees,120000,140000,1500000,2000000,10,Daily,Unsure,Somewhat Stable,Middle Class,"No, we did not talk about it",22,28,No,No,No,No,No,4,3,4,2,3,4,4,1,Yes
Male,28,1,"In a relationship, but not married",Plan Children,No,Architecture and Engineering Occupations,Own,No,United States of America,Rural,10-30 minutes,"College graduate, Bachelor's Degree",75000,80000,600000,1000000,18,Monthly,Unsure,Mostly Stable,Middle Class,"Yes, including investing and retirement planning",10,25,No,No,No,No,Yes,4,5,5,3,4,3,2,4,Yes
Male,26,2,Married,Do not plan to have children,No,Architecture and Engineering Occupations,Own,No,United States of America,Suburban,<10 minutes,Some graduate school,119000,148000,1100000,2500000,14,Weekly,Unsure,Mostly Stable,Upper-Middle Class,"Yes, including investing and retirement planning",16,22,No,Yes,Yes,Yes,Yes,5,5,3,4,3,4,3,2,Yes
Female,27,1,"Single, never married",Plan Children,No,"Licensed Professional (Attorney, Accountant, Engineer)",Live with family,No,United States of America,Suburban,30-60 minutes,Graduate degree,150000,150000,2000000,1000000,7.5,Monthly,"Yes, within my country",Somewhat Unstable,Lower-Middle Class,"Yes, including investing and retirement planning",25,25,No,Yes,Yes,No,Yes,4,4,2,5,4,4,4,3,Yes
